csvId,name,categories,description,image
3740,Railyard Ale,"""[""""607eeabdca4e953fe8c42494""""""]""","Our flagship brew is a smooth, amber beer that combines the malty goodness of an Octoberfest lager with the slight fruitiness of an ale. Hearty but refreshing.",
3747,HopBack Amber Ale,"""[""""607eea94ca4e953fe8c42490""""""]""","TrÃ¶egs Breweryâ€™s Flagship beer, HopBack Amber Ale derives its name from a vessel in the brewhouse called a hopback. As the â€˜wortâ€™ is being transferred from the brewhouse to fermentation it passes through the hopback vessel. Packed full of fresh whole flower hops, the wort slowly circulates through this vessel extracting the essence of the aromatic hops. This vessel adds more time and more hop character that creates a fresh, spicy taste and rich caramel note that defines this signature ale.

TASTING NOTES
Deep amber in color under a huge creamy head. The aroma very apparent, bold and spicy with a slight floral character. Balanced with caramel malt, this well-rounded amber ale has an up-front floral spice that builds with a flush of sweetness",
3748,Troegenator Double Bock,"""[""""607eeabdca4e953fe8c42494""""""]""","The Troegenator Double Bock, is a dark, strong lager (8.2% abv). It pours into a glass with a bronze to brown color, fluffy white head and bready malt aroma. The Troegenator leaves a rich, warming feeling and subtle spicy flavors. The style, Double Bock, dates back a century or so ago. During periods of fasting without solid foods, the Monastic brewers relied on the double bock; a stronger, richer beer to fulfill their basic nutritional needs. Known to them as \liquid bread",
3749,Dreamweaver,"""[""""607eeae3ca4e953fe8c42498""""""]""","Long toasty days, cool breezy nights and a splash of magic provide the inspiration for the Troegs brothersâ€™ dreamiest Single Batch creationâ€”Dreamweaver Wheat. Combining four wheat types with Munich and Pils malts, noble Saaz hops, and a yeast strain that imparts a spicy, peppery, clove taste with a slight hint of bananas, Dreamweaver Wheat is an unfiltered blast of spicy, mouthwatering joy.",
3750,Dead Reckoning Porter,"""[""""607eea89ca4e953fe8c4248f""""""]""","In the 14th Century, Sailors would rely on sheer skill to get from a starting point to a final destination.  They called this Dead Reckoning.  We see our beer the same way.  We know where to begin and know where to go, but there are hundreds of ways to get there.

Dead Reckoning is unfiltered and weighs in at 5.8% abv and 53 IBUâ€™s. It features Pilsner, Caramel, Chocolate and Roasted malts along with Chinook and Vanguard hops. â€œThe outstanding taste and flavor of Dead Reckoning originates in the chocolate and roasted malts,â€ says John Trogner. \There is a nice hoppiness in the front of the beer",
3751,Oatmeal Stout,"""[""""607eea94ca4e953fe8c42490""""""]""","TrÃ¶egs Oatmeal Stout is our interpretation of the classic dry stout style. Dark and creamy with hints of chocolate and black currants, our Oatmeal Stout includes a healthy dose of Centennial and Chinook hops creating a unique stout perfect for the late Fall and Winter.",
3752,Bavarian Lager,"""[""""607eeac5ca4e953fe8c42495""""""]""","TrÃ¶egs Bavarian Lager is an authentic German style lager, brewed with Munich malts, Hallertau Hops and fermented at cool temperatures followed by a full month of aging, or \lagering\""",
3753,ESB,"""[""""607eea7bca4e953fe8c4248e""""""]""","TrÃ¶egs E.S.B. \extra special bitter\"" is dry hopped in the old world traditions. It has a full bodied caramel malt flavor an spicy hop aroma.   A generous amount of Golding hops are added before fermentation to impart a pleasant \""bouquet nose\"" and balanced with pronounced caramel malts to create a complex",
3754,In-Heat Wheat,"""[""""607eea9eca4e953fe8c42491""""""]""","In-Heat Wheat Hefeweizen
She taunts and teases... In-Heat Wheat is our German-style Hefeweizen. She is a full flavor beer, perfect for the more adventurous craft beer drinker. The addition of malted white wheat gives this brew its smooth, full mouthfeel. A proprietary yeast creates intriguing flavors of bananas and cloves.",
3755,K-9 Cruiser Winter Ale,"""[""""607eea7bca4e953fe8c4248e""""""]""","The psycho in the pack... K-9 Cruiser is a dark, sweet and malty winter warmer that will captivate any adventurous craft brew drinker. A true Flying Dog original, K-9 Cruiser is the perfect brew to warm you up in those cold winter months.",
3756,Troegs Pale Ale,"""[""""607eea94ca4e953fe8c42490""""""]""","A TrÃ¶egs Brewery classic, our Pale Ale is copper colored with generous amounts of Cascade hops to create a floral, aromatic pale ale that smells as delicious as it tastes.",
3757,Nugget Nectar,"""[""""607eea94ca4e953fe8c42490""""""]""","Squeeze those hops for all theyâ€™re worth and prepare to pucker up: Nugget Nectar Ale, will take hopheads to nirvana with a heady collection of Nugget, Warrior and Tomahawk hops. Starting with the same base ingredients of our flagship HopBack Amber Ale, Nugget Nectar intensifies the malt and hop flavors to create an explosive hop experience.",
3758,The Mad Elf,,"The Mad Elf, a cheerful creation to warm your heart and enlighten your tongue. The combination of Cherries, Honey, and Chocolate Malts delivers gentle fruits and subtle spices. Fermented and aged with a unique yeast, this ruby red beer has significant warming strength that underlies the pleasant character of this intriguing yet delicious Ale. The Mad Elf, a jolly and delicious beer for the Holidays.",
3759,Snake Dog IPA,"""[""""607eea94ca4e953fe8c42490""""""]""","More cunning than a snake in the bush... Snake Dog India Pale Ale is a Colorado-style IPA, power hopped with specialty hops from the Pacific Northwest. This is the brewery's hop monster, and the citrus fruit aroma will hypnotize the senses of the most hardcore of craft drinkers.",
3760,Blackbird Oatmeal Stout,"""[""""607eea7bca4e953fe8c4248e""""""]""","A rich, dark and malty ale with plenty of roasted barley flavor. Blackbird has a silky smooth oatmeal finish. It is one of our NEW flagship's and is now available year round.",
3761,Trout Slayer,"""[""""607eeae3ca4e953fe8c42498""""""]""","Trout Slayer is a filtered wheat ale, fermented at cool temperatures, making it a smooth drinkable session beer. Brewed with Palisade, Glacier, and Mt. Hood hops, this straw colored beer is sure to please any craft beer drinker. IBU 35 SRM 5 ABV 4.7%",
3762,Moose Drool Brown Ale,"""[""""607eea89ca4e953fe8c4248f""""""]""","It's chocolate brown in color with a creamy texture. A malty beer with just enough hop presence to keep it from being too sweet. The aroma mostly comes from the malt with a hint of spice added by the hops. Moose Drool is brewed with pale, caramel, chocolate, and whole black malts; and Kent Goldings, Liberty, and Willamette hops. It has an original gravity of 13 degrees Plato, and is 4.2% alcohol by weight, 5.3% by volume.",
3763,Scape Goat Pale Ale,"""[""""607eea94ca4e953fe8c42490""""""]""","Scape Goat is our award-winning Pale Ale. It is a very smooth brew, refreshing and well-balanced. Scape Goat took home the Gold Medal from the North American Brewers' Association competitions as the best English-style pale ale brewed west of the Mississippi, but only because it is the best. Scape Goat is brewed with pale, crystal malts, and Kent Goldings and Crystal Hops. Scape Goat is 3.8% alcohol by weight and 4.7% by volume.",
3764,Powder Hound Winter Ale,"""[""""607eea7bca4e953fe8c4248e""""""]""","Two words describe Montana winters... Cold, dark, and snowy. And we wouldn't have it any other way, because it's the only time of year for Powder Hound, our Northern Rockies Winter Ale. Rich malt taste and an avalanche of hops will make you want to say these three words- \I'll have another Powder Hound!\""  

Since Powder Hound is our own creation",
3765,Summer Honey Seasonal Ale,"""[""""607eeac5ca4e953fe8c42495""""""]""","Summer Honey is a full-flavored summer seasonal ale. Brewed with a unique, balanced blend of spices, Northwest Hops, and Montana honey. Summer Honey is brewed during the early days of spring and released around the first of May each year. Light colored, light bodied, and very drinkable, Summer Honey sacrifices nothing to create a flavorful beer that can be enjoyed during the height of the Summer. Available April through September",
3766,IPA,"""[""""607eea94ca4e953fe8c42490""""""]""","In Montana, many classic memories are made right after someone says, â€œHold my beer and watch this.â€ These bold, assertive moments deserve a bold, assertive beer â€“ Big Sky IPA. A distinct hop presence and malty backbone will leave you refreshed and ready for your moment of glory. Hang on tight and enjoy the ride.",
3767,Totally Naked,"""[""""607eeac5ca4e953fe8c42495""""""]""","Pure and crisp this is a beer with nothing to hide. Wisconsin two-row barley malt ensures a mellow and smooth body. We imported Noble Hop varieties from Germany and the Czech Republic to ensure a fine mature aroma with no coarse bitterness. Expect this beer to pour a delicate golden hue that sparkles in the summer sun. This lager is brewed using all natural ingredients with no artificial additives of any kind. Kick back, relax and enjoy the simple unadorned flavor. This is beer at its most basic.",
3768,Edel-Pils,"""[""""607eeac5ca4e953fe8c42495""""""]""","Our little village brewery in New Glarus, Wisconsin is proud to offer to you Edel-Pils. This \Noble-Pilsner\"" is the creation of our brewmaster. He brought special yeast from Bavaria",
3769,Fat Squirrel Nut Brown Ale,"""[""""607eea94ca4e953fe8c42490""""""]""","One deceptively spring like winter day, Brewmaster Dan walked home from the brewery, sat down to dinner and said, \Boy",
3770,Spotted Cow,"""[""""607eea94ca4e953fe8c42490""""""]""","Cask conditioned ale has been the popular choice among brews since long before prohibition. We continue this pioneer spirit with our Wisconsin farmhouse ale. Brewed with flaked barley and the finest Wisconsin malts. We even give a nod to our farmers with a little hint of corn. 

Naturally cloudy we allow the yeast to remain in the bottle to enhance fullness of flavors, which cannot be duplicated otherwise. 

Expect this ale to be fun, fruity and satisfying. You know you're in Wisconsin when you see the Spotted Cow.",
3771,Mad Hatter IPA,"""[""""607eea94ca4e953fe8c42490""""""]""","Dry-hopping provides a distinctive and floral hop aroma, while the lively and hoppy body is subtly balanced with delicious malt notes. Hatterâ€™s hop character makes it a great fit for spicy dishes, bitter greens and beef.",
3772,Black Tulip,"""[""""607eeaa6ca4e953fe8c42492""""""]""","Golden in color with a slightly sweet body. Its ester-laden character reveals an enigmatic dance between Belgian ale yeast and candy sugar complimented by a pleasing dry finish. Black Tulip is a versatile beer for food. Enjoyable pairings include mild bleu cheeses, berries and other light desserts.",
